,reference_distance,mesured_distance,signal_strength,delta
0,125.104,125.75,-92.05,0.6460000000000008
1,125.104,125.77,-92.78,0.6659999999999968
2,125.104,125.73,-92.89,0.6260000000000048
3,125.104,125.74,-92.51,0.6359999999999957
4,125.104,125.79,-92.86,0.686000000000007
5,125.104,125.73,-92.9,0.6260000000000048
6,125.104,125.74,-92.8,0.6359999999999957
7,125.104,125.74,-92.48,0.6359999999999957
8,125.104,125.73,-93.09,0.6260000000000048
9,125.104,125.73,-92.67,0.6260000000000048
10,125.104,125.76,-93.19,0.6560000000000059
11,125.104,125.7,-93.06,0.5960000000000036
12,125.104,125.75,-93.22,0.6460000000000008
13,125.104,125.81,-93.08,0.7060000000000031
14,125.104,125.71,-93.19,0.6059999999999945
15,125.104,125.76,-92.75,0.6560000000000059
16,125.104,125.76,-92.43,0.6560000000000059
17,125.104,125.74,-91.51,0.6359999999999957
18,125.104,125.7,-92.14,0.5960000000000036
19,125.104,125.75,-92.08,0.6460000000000008
20,125.104,125.71,-92.06,0.6059999999999945
21,125.104,125.71,-91.42,0.6059999999999945
22,125.104,125.75,-91.87,0.6460000000000008
23,125.104,125.73,-91.21,0.6260000000000048
24,125.104,125.77,-92.05,0.6659999999999968
25,125.104,125.75,-91.78,0.6460000000000008
26,125.104,125.71,-91.73,0.6059999999999945
27,125.104,125.76,-92.02,0.6560000000000059
28,125.104,125.7,-91.98,0.5960000000000036
29,125.104,125.66,-91.37,0.5559999999999974
