,reference_distance,mesured_distance,signal_strength,delta
0,140.728,141.38,-91.84,0.6519999999999868
1,140.728,141.37,-92.12,0.6419999999999959
2,140.728,141.4,-92.04,0.671999999999997
3,140.728,141.38,-91.6,0.6519999999999868
4,140.728,141.39,-91.53,0.6619999999999777
5,140.728,141.36,-91.83,0.632000000000005
6,140.728,141.37,-91.97,0.6419999999999959
7,140.728,141.39,-92.08,0.6619999999999777
8,140.728,141.38,-92.1,0.6519999999999868
9,140.728,141.37,-92.19,0.6419999999999959
10,140.728,141.41,-92.55,0.681999999999988
11,140.728,141.42,-92.12,0.6919999999999789
12,140.728,141.39,-91.95,0.6619999999999777
13,140.728,141.42,-92.12,0.6919999999999789
14,140.728,141.39,-91.78,0.6619999999999777
15,140.728,141.4,-92.06,0.671999999999997
16,140.728,141.36,-91.91,0.632000000000005
17,140.728,141.39,-91.6,0.6619999999999777
18,140.728,141.41,-91.8,0.681999999999988
19,140.728,141.39,-92.04,0.6619999999999777
20,140.728,141.41,-91.79,0.681999999999988
21,140.728,141.38,-91.95,0.6519999999999868
22,140.728,141.34,-92.04,0.6119999999999948
23,140.728,141.4,-91.71,0.671999999999997
24,140.728,141.38,-91.76,0.6519999999999868
25,140.728,141.42,-91.93,0.6919999999999789
26,140.728,141.41,-91.84,0.681999999999988
27,140.728,141.38,-91.86,0.6519999999999868
28,140.728,141.39,-91.65,0.6619999999999777
29,140.728,141.36,-91.64,0.632000000000005
