,reference_distance,mesured_distance,signal_strength,delta
0,84.965,85.56,-89.55,0.5949999999999989
1,84.965,85.49,-89.28,0.5249999999999915
2,84.965,85.58,-89.14,0.6149999999999949
3,84.965,85.52,-89.14,0.5549999999999926
4,84.965,85.56,-88.98,0.5949999999999989
5,84.965,85.54,-88.88,0.5750000000000028
6,84.965,85.55,-88.9,0.5849999999999937
7,84.965,85.58,-89.1,0.6149999999999949
8,84.965,85.54,-89.29,0.5750000000000028
9,84.965,85.6,-89.16,0.6349999999999909
10,84.965,85.54,-89.44,0.5750000000000028
11,84.965,85.57,-89.32,0.6049999999999898
12,84.965,85.57,-89.54,0.6049999999999898
13,84.965,85.54,-89.53,0.5750000000000028
14,84.965,85.62,-89.7,0.6550000000000011
15,84.965,85.56,-89.37,0.5949999999999989
16,84.965,85.55,-89.4,0.5849999999999937
17,84.965,85.54,-89.35,0.5750000000000028
18,84.965,85.54,-89.1,0.5750000000000028
19,84.965,85.56,-88.95,0.5949999999999989
20,84.965,85.5,-89.03,0.5349999999999966
21,84.965,85.53,-88.75,0.5649999999999977
22,84.965,85.47,-88.95,0.5049999999999955
23,84.965,85.49,-89.08,0.5249999999999915
24,84.965,85.49,-88.84,0.5249999999999915
25,84.965,85.48,-88.78,0.5150000000000006
26,84.965,85.48,-88.63,0.5150000000000006
27,84.965,85.43,-88.65,0.4650000000000034
28,84.965,85.46,-88.53,0.49499999999999034
