,reference_distance,mesured_distance,signal_strength,delta
0,25.78,26.09,-85.71,0.3099999999999987
1,25.78,26.09,-86.52,0.3099999999999987
2,25.78,26.11,-86.72,0.3299999999999983
3,25.78,26.1,-85.86,0.3200000000000003
4,25.78,26.13,-86.34,0.34999999999999787
5,25.78,26.13,-84.87,0.34999999999999787
6,25.78,26.1,-85.07,0.3200000000000003
7,25.78,26.1,-85.24,0.3200000000000003
8,25.78,26.14,-84.78,0.35999999999999943
9,25.78,26.15,-85.55,0.36999999999999744
10,25.78,26.11,-86.28,0.3299999999999983
11,25.78,26.15,-85.24,0.36999999999999744
12,25.78,26.09,-86.99,0.3099999999999987
13,25.78,26.12,-86.48,0.33999999999999986
14,25.78,26.08,-86.9,0.29999999999999716
15,25.78,26.12,-84.86,0.33999999999999986
16,25.78,26.12,-84.69,0.33999999999999986
17,25.78,26.11,-85.59,0.3299999999999983
18,25.78,26.11,-86.68,0.3299999999999983
19,25.78,26.08,-86.43,0.29999999999999716
20,25.78,26.11,-86.68,0.3299999999999983
21,25.78,26.13,-86.42,0.34999999999999787
22,25.78,26.09,-87.84,0.3099999999999987
23,25.78,26.1,-87.66,0.3200000000000003
24,25.78,26.1,-87.69,0.3200000000000003
25,25.78,26.08,-86.3,0.29999999999999716
26,25.78,26.08,-85.33,0.29999999999999716
27,25.78,26.11,-85.78,0.3299999999999983
28,25.78,26.13,-85.5,0.34999999999999787
29,25.78,26.09,-85.6,0.3099999999999987
