,reference_distance,mesured_distance,signal_strength,delta
0,64.83,65.26,-88.14,0.4300000000000068
1,64.83,65.29,-88.26,0.46000000000000796
2,64.83,65.28,-87.94,0.45000000000000284
3,64.83,65.29,-86.75,0.46000000000000796
4,64.83,65.22,-87.86,0.39000000000000057
5,64.83,65.29,-88.67,0.46000000000000796
6,64.83,65.29,-88.55,0.46000000000000796
7,64.83,65.27,-88.02,0.4399999999999977
8,64.83,65.21,-88.25,0.37999999999999545
9,64.83,65.3,-88.65,0.46999999999999886
10,64.83,65.28,-88.77,0.45000000000000284
11,64.83,65.27,-88.77,0.4399999999999977
12,64.83,65.28,-88.92,0.45000000000000284
13,64.83,65.27,-88.93,0.4399999999999977
14,64.83,65.27,-88.8,0.4399999999999977
15,64.83,65.29,-88.76,0.46000000000000796
16,64.83,65.25,-88.28,0.4200000000000017
17,64.83,65.3,-88.2,0.46999999999999886
18,64.83,65.27,-88.84,0.4399999999999977
19,64.83,65.27,-88.76,0.4399999999999977
20,64.83,65.28,-88.4,0.45000000000000284
21,64.83,65.25,-88.69,0.4200000000000017
22,64.83,65.3,-88.75,0.46999999999999886
23,64.83,65.28,-88.45,0.45000000000000284
24,64.83,65.22,-88.86,0.39000000000000057
25,64.83,65.28,-88.78,0.45000000000000284
26,64.83,65.24,-88.19,0.4099999999999966
27,64.83,65.24,-88.69,0.4099999999999966
28,64.83,65.26,-88.7,0.4300000000000068
29,64.83,65.28,-88.84,0.45000000000000284
