,reference_distance,mesured_distance,signal_strength,delta
0,99.777,100.43,-92.46,0.6530000000000058
1,99.777,100.38,-92.48,0.6029999999999944
2,99.777,100.39,-92.78,0.6129999999999995
3,99.777,100.36,-91.23,0.5829999999999984
4,99.777,100.36,-90.98,0.5829999999999984
5,99.777,100.41,-90.85,0.6329999999999956
6,99.777,100.36,-91.34,0.5829999999999984
7,99.777,100.38,-91.37,0.6029999999999944
8,99.777,100.43,-90.8,0.6530000000000058
9,99.777,100.32,-90.41,0.5429999999999922
10,99.777,100.37,-90.9,0.5930000000000035
11,99.777,100.38,-90.71,0.6029999999999944
12,99.777,100.39,-90.87,0.6129999999999995
13,99.777,100.36,-90.77,0.5829999999999984
14,99.777,100.32,-91.02,0.5429999999999922
15,99.777,100.36,-90.29,0.5829999999999984
16,99.777,100.35,-90.6,0.5729999999999933
17,99.777,100.36,-90.59,0.5829999999999984
18,99.777,100.34,-90.77,0.5630000000000024
19,99.777,100.37,-90.48,0.5930000000000035
20,99.777,100.39,-90.53,0.6129999999999995
21,99.777,100.36,-90.79,0.5829999999999984
22,99.777,100.4,-90.75,0.6230000000000047
23,99.777,100.39,-91.03,0.6129999999999995
24,99.777,100.36,-90.94,0.5829999999999984
25,99.777,100.38,-90.77,0.6029999999999944
26,99.777,100.37,-91.18,0.5930000000000035
27,99.777,100.38,-91.88,0.6029999999999944
28,99.777,100.41,-91.71,0.6329999999999956
