,reference_distance,mesured_distance,signal_strength,delta
0,89.853,90.39,-90.28,0.5370000000000061
1,89.853,90.34,-90.28,0.487000000000009
2,89.853,90.41,-90.39,0.5570000000000022
3,89.853,90.43,-90.26,0.5770000000000124
4,89.853,90.41,-90.75,0.5570000000000022
5,89.853,90.38,-90.7,0.527000000000001
6,89.853,90.36,-90.25,0.507000000000005
7,89.853,90.39,-90.42,0.5370000000000061
8,89.853,90.4,-89.82,0.5470000000000113
9,89.853,90.36,-90.23,0.507000000000005
10,89.853,90.37,-89.97,0.5170000000000101
11,89.853,90.38,-89.77,0.527000000000001
12,89.853,90.37,-89.78,0.5170000000000101
13,89.853,90.41,-89.84,0.5570000000000022
14,89.853,90.39,-90.05,0.5370000000000061
15,89.853,90.39,-90.16,0.5370000000000061
16,89.853,90.36,-89.67,0.507000000000005
17,89.853,90.37,-90.18,0.5170000000000101
18,89.853,90.37,-89.76,0.5170000000000101
19,89.853,90.4,-89.84,0.5470000000000113
20,89.853,90.4,-89.77,0.5470000000000113
21,89.853,90.37,-89.64,0.5170000000000101
22,89.853,90.35,-89.72,0.4969999999999999
23,89.853,90.36,-89.55,0.507000000000005
24,89.853,90.41,-89.79,0.5570000000000022
25,89.853,90.41,-89.4,0.5570000000000022
26,89.853,90.33,-89.52,0.47700000000000387
27,89.853,90.38,-89.66,0.527000000000001
28,89.853,90.38,-89.62,0.527000000000001
29,89.853,90.42,-89.93,0.5670000000000073
