FF:07DD:BB|26.09|-85.71|7000
FF:07DD:BB|26.09|-86.52|7000
FF:07DD:BB|26.11|-86.72|7000
FF:07DD:BB|26.10|-85.86|7000
FF:07DD:BB|26.13|-86.34|7000
FF:07DD:BB|26.13|-84.87|7000
FF:07DD:BB|26.10|-85.07|7000
FF:07DD:BB|26.10|-85.24|7000
FF:07DD:BB|26.14|-84.78|7000
FF:07DD:BB|26.15|-85.55|7000
FF:07DD:BB|26.11|-86.28|7000
FF:07DD:BB|26.15|-85.24|7000
FF:07DD:BB|26.09|-86.99|7000
FF:07DD:BB|26.12|-86.48|7000
FF:07DD:BB|26.08|-86.90|7000
FF:07DD:BB|26.12|-84.86|7000
FF:07DD:BB|26.12|-84.69|7000
FF:07DD:BB|26.11|-85.59|7000
FF:07DD:BB|26.11|-86.68|7000
FF:07DD:BB|26.08|-86.43|7000
FF:07DD:BB|26.11|-86.68|7000
FF:07DD:BB|26.13|-86.42|7000
FF:07DD:BB|26.09|-87.84|7000
FF:07DD:BB|26.10|-87.66|7000
FF:07DD:BB|26.10|-87.69|7000
FF:07DD:BB|26.08|-86.30|7000
FF:07DD:BB|26.08|-85.33|7000
FF:07DD:BB|26.11|-85.78|7000
FF:07DD:BB|26.13|-85.50|7000
FF:07DD:BB|26.09|-85.60|7000
