FF:07DD:BB|45.89|-87.29|7000
FF:07DD:BB|45.88|-86.94|7000
FF:07DD:BB|45.88|-88.06|7000
FF:07DD:BB|45.85|-87.23|7000
FF:07DD:BB|45.89|-86.99|7000
FF:07DD:BB|45.88|-87.73|7000
FF:07DD:BB|45.89|-87.41|7000
FF:07DD:BB|45.90|-86.04|7000
FF:07DD:BB|45.92|-87.16|7000
FF:07DD:BB|45.85|-88.35|7000
FF:07DD:BB|45.89|-87.48|7000
FF:07DD:BB|45.90|-87.80|7000
FF:07DD:BB|45.90|-87.94|7000
FF:07DD:BB|45.87|-87.43|7000
FF:07DD:BB|45.86|-86.60|7000
FF:07DD:BB|45.93|-87.06|7000
FF:07DD:BB|45.86|-86.90|7000
FF:07DD:BB|45.90|-86.92|7000
FF:07DD:BB|45.91|-87.09|7000
FF:07DD:BB|45.88|-87.17|7000
FF:07DD:BB|45.90|-87.34|7000
FF:07DD:BB|45.95|-86.85|7000
FF:07DD:BB|45.90|-86.87|7000
FF:07DD:BB|45.89|-87.17|7000
FF:07DD:BB|45.91|-87.64|7000
FF:07DD:BB|45.91|-88.12|7000
FF:07DD:BB|45.90|-86.93|7000
FF:07DD:BB|45.92|-87.23|7000
FF:07DD:BB|45.88|-87.30|7000
FF:07DD:BB|45.89|-87.73|7000
