FF:07DD:BB|12.86|-82.79|7000
FF:07DD:BB|12.88|-84.29|7000
FF:07DD:BB|12.86|-83.94|7000
FF:07DD:BB|12.82|-84.70|7000
FF:07DD:BB|12.85|-84.24|7000
FF:07DD:BB|12.85|-84.82|7000
FF:07DD:BB|12.84|-84.91|7000
FF:07DD:BB|12.86|-83.06|7000
FF:07DD:BB|12.81|-83.84|7000
FF:07DD:BB|12.82|-83.97|7000
FF:07DD:BB|12.84|-83.28|7000
FF:07DD:BB|12.84|-84.25|7000
FF:07DD:BB|12.85|-82.58|7000
FF:07DD:BB|12.87|-84.04|7000
FF:07DD:BB|12.86|-83.41|7000
FF:07DD:BB|12.86|-85.09|7000
FF:07DD:BB|12.84|-83.15|7000
FF:07DD:BB|12.79|-84.50|7000
FF:07DD:BB|12.85|-82.68|7000
FF:07DD:BB|12.84|-84.67|7000
FF:07DD:BB|12.82|-85.33|7000
FF:07DD:BB|12.86|-84.89|7000
FF:07DD:BB|12.80|-83.81|7000
FF:07DD:BB|12.82|-85.21|7000
FF:07DD:BB|12.88|-85.33|7000
FF:07DD:BB|12.87|-84.66|7000
FF:07DD:BB|12.86|-82.68|7000
FF:07DD:BB|12.87|-83.77|7000
FF:07DD:BB|12.86|-84.91|7000
FF:07DD:BB|12.83|-83.01|7000
