FF:07DD:BB|111.02|-91.29|7000
FF:07DD:BB|110.99|-91.36|7000
FF:07DD:BB|111.01|-91.43|7000
FF:07DD:BB|111.04|-90.73|7000
FF:07DD:BB|111.06|-90.90|7000
FF:07DD:BB|111.01|-90.66|7000
FF:07DD:BB|111.03|-90.84|7000
FF:07DD:BB|111.00|-91.42|7000
FF:07DD:BB|111.00|-90.72|7000
FF:07DD:BB|110.99|-91.31|7000
FF:07DD:BB|111.04|-90.59|7000
FF:07DD:BB|111.00|-91.18|7000
FF:07DD:BB|111.04|-90.93|7000
FF:07DD:BB|111.02|-91.17|7000
FF:07DD:BB|111.01|-91.39|7000
FF:07DD:BB|111.04|-91.39|7000
FF:07DD:BB|111.03|-91.74|7000
FF:07DD:BB|111.03|-91.40|7000
FF:07DD:BB|111.03|-91.73|7000
FF:07DD:BB|111.03|-91.59|7000
FF:07DD:BB|111.00|-91.21|7000
FF:07DD:BB|111.01|-91.49|7000
FF:07DD:BB|111.03|-91.71|7000
FF:07DD:BB|111.02|-91.17|7000
FF:07DD:BB|111.02|-91.37|7000
FF:07DD:BB|111.00|-91.55|7000
FF:07DD:BB|110.99|-91.75|7000
FF:07DD:BB|111.02|-90.43|7000
FF:07DD:BB|111.02|-91.16|7000
FF:07DD:BB|111.01|-91.06|7000
