FF:07DD:BB|35.83|-90.05|7000
FF:07DD:BB|35.81|-90.08|7000
FF:07DD:BB|35.76|-90.54|7000
FF:07DD:BB|35.84|-90.37|7000
FF:07DD:BB|35.77|-90.06|7000
FF:07DD:BB|35.81|-89.73|7000
FF:07DD:BB|35.83|-89.09|7000
FF:07DD:BB|35.79|-90.16|7000
FF:07DD:BB|35.80|-89.92|7000
FF:07DD:BB|35.82|-89.39|7000
FF:07DD:BB|35.77|-89.67|7000
FF:07DD:BB|35.80|-89.74|7000
FF:07DD:BB|35.78|-90.29|7000
FF:07DD:BB|35.80|-91.08|7000
FF:07DD:BB|35.79|-90.95|7000
FF:07DD:BB|35.80|-90.11|7000
FF:07DD:BB|35.80|-90.63|7000
FF:07DD:BB|35.82|-90.39|7000
FF:07DD:BB|35.81|-90.65|7000
FF:07DD:BB|35.81|-90.92|7000
FF:07DD:BB|35.77|-90.67|7000
FF:07DD:BB|35.80|-90.91|7000
FF:07DD:BB|35.80|-91.11|7000
FF:07DD:BB|35.81|-91.15|7000
FF:07DD:BB|35.84|-91.02|7000
FF:07DD:BB|35.83|-90.46|7000
FF:07DD:BB|35.85|-90.07|7000
FF:07DD:BB|35.81|-90.00|7000
FF:07DD:BB|35.79|-90.14|7000
FF:07DD:BB|35.80|-90.09|7000
