FF:07DD:BB|15.41|-85.73|7000
FF:07DD:BB|15.41|-85.60|7000
FF:07DD:BB|15.42|-85.76|7000
FF:07DD:BB|15.41|-85.68|7000
FF:07DD:BB|15.41|-86.47|7000
FF:07DD:BB|15.40|-85.50|7000
FF:07DD:BB|15.41|-85.24|7000
FF:07DD:BB|15.41|-84.99|7000
FF:07DD:BB|15.39|-85.72|7000
FF:07DD:BB|15.40|-86.28|7000
FF:07DD:BB|15.41|-85.43|7000
FF:07DD:BB|15.42|-85.73|7000
FF:07DD:BB|15.43|-85.33|7000
FF:07DD:BB|15.41|-85.56|7000
FF:07DD:BB|15.42|-85.76|7000
FF:07DD:BB|15.44|-85.16|7000
FF:07DD:BB|15.42|-85.56|7000
FF:07DD:BB|15.41|-85.09|7000
FF:07DD:BB|15.42|-84.88|7000
FF:07DD:BB|15.44|-86.05|7000
FF:07DD:BB|15.42|-85.02|7000
FF:07DD:BB|15.41|-85.56|7000
FF:07DD:BB|15.41|-84.97|7000
FF:07DD:BB|15.41|-85.41|7000
FF:07DD:BB|15.41|-85.20|7000
FF:07DD:BB|15.41|-85.75|7000
FF:07DD:BB|15.43|-84.98|7000
FF:07DD:BB|15.42|-85.52|7000
FF:07DD:BB|15.40|-85.81|7000
FF:07DD:BB|15.42|-85.17|7000
