,reference_distance,mesured_distance,signal_strength,delta
585,40.381,40.85,-88.13,0.4690000000000012
586,40.381,40.81,-88.13,0.42900000000000205
587,40.381,40.8,-87.19,0.41899999999999693
588,40.381,40.81,-87.82,0.42900000000000205
589,40.381,40.79,-88.01,0.4089999999999989
590,40.381,40.79,-88.6,0.4089999999999989
591,40.381,40.81,-88.4,0.42900000000000205
592,40.381,40.79,-87.95,0.4089999999999989
593,40.381,40.78,-87.92,0.3990000000000009
594,45.528,45.89,-87.29,0.3620000000000019
595,45.528,45.88,-86.94,0.35200000000000387
596,45.528,45.88,-88.06,0.35200000000000387
597,45.528,45.85,-87.23,0.32200000000000273
598,45.528,45.89,-86.99,0.3620000000000019
599,45.528,45.88,-87.73,0.35200000000000387
600,45.528,45.89,-87.41,0.3620000000000019
601,45.528,45.9,-86.04,0.3719999999999999
602,45.528,45.92,-87.16,0.392000000000003
603,45.528,45.85,-88.35,0.32200000000000273
604,45.528,45.89,-87.48,0.3620000000000019
605,45.528,45.9,-87.8,0.3719999999999999
606,45.528,45.9,-87.94,0.3719999999999999
607,45.528,45.87,-87.43,0.34199999999999875
608,45.528,45.86,-86.6,0.33200000000000074
609,45.528,45.93,-87.06,0.402000000000001
610,45.528,45.86,-86.9,0.33200000000000074
611,45.528,45.9,-86.92,0.3719999999999999
612,45.528,45.91,-87.09,0.3819999999999979
613,45.528,45.88,-87.17,0.35200000000000387
614,45.528,45.9,-87.34,0.3719999999999999
615,45.528,45.95,-86.85,0.42200000000000415
616,45.528,45.9,-86.87,0.3719999999999999
617,45.528,45.89,-87.17,0.3620000000000019
618,45.528,45.91,-87.64,0.3819999999999979
619,45.528,45.91,-88.12,0.3819999999999979
620,45.528,45.9,-86.93,0.3719999999999999
621,45.528,45.92,-87.23,0.392000000000003
622,45.528,45.88,-87.3,0.35200000000000387
623,45.528,45.89,-87.73,0.3620000000000019
624,50.052,50.41,-87.29,0.357999999999997
625,50.052,50.42,-87.87,0.3680000000000021
626,50.052,50.45,-87.17,0.39800000000000324
627,50.052,50.42,-87.09,0.3680000000000021
628,50.052,50.41,-86.34,0.357999999999997
629,50.052,50.39,-87.0,0.33800000000000097
630,50.052,50.42,-87.63,0.3680000000000021
631,50.052,50.4,-87.34,0.347999999999999
632,50.052,50.41,-87.95,0.357999999999997
633,50.052,50.4,-86.75,0.347999999999999
634,50.052,50.41,-87.38,0.357999999999997
635,50.052,50.43,-87.86,0.3780000000000001
636,50.052,50.44,-86.87,0.3879999999999981
637,50.052,50.42,-86.5,0.3680000000000021
638,50.052,50.41,-86.02,0.357999999999997
639,50.052,50.43,-85.91,0.3780000000000001
640,50.052,50.45,-86.71,0.39800000000000324
641,50.052,50.41,-87.04,0.357999999999997
642,50.052,50.4,-86.16,0.347999999999999
643,50.052,50.43,-86.12,0.3780000000000001
644,50.052,50.43,-86.07,0.3780000000000001
645,50.052,50.43,-86.11,0.3780000000000001
646,50.052,50.42,-86.66,0.3680000000000021
647,50.052,50.42,-86.32,0.3680000000000021
648,50.052,50.41,-86.27,0.357999999999997
649,50.052,50.44,-85.74,0.3879999999999981
650,50.052,50.46,-85.06,0.40800000000000125
651,50.052,50.45,-85.63,0.39800000000000324
652,50.052,50.42,-86.65,0.3680000000000021
653,50.052,50.44,-85.81,0.3879999999999981
654,55.403,55.79,-87.15,0.38700000000000045
655,55.403,55.78,-87.21,0.37700000000000244
656,55.403,55.76,-87.86,0.3569999999999993
657,55.403,55.79,-87.31,0.38700000000000045
658,55.403,55.81,-87.57,0.4070000000000036
659,55.403,55.78,-87.18,0.37700000000000244
660,55.403,55.8,-87.43,0.39699999999999847
661,55.403,55.79,-87.1,0.38700000000000045
662,55.403,55.78,-87.41,0.37700000000000244
663,55.403,55.79,-87.43,0.38700000000000045
664,55.403,55.79,-87.45,0.38700000000000045
665,55.403,55.79,-87.71,0.38700000000000045
666,55.403,55.77,-86.81,0.36700000000000443
667,55.403,55.79,-87.25,0.38700000000000045
668,55.403,55.79,-87.1,0.38700000000000045
669,55.403,55.78,-87.34,0.37700000000000244
670,55.403,55.81,-86.92,0.4070000000000036
671,55.403,55.81,-87.84,0.4070000000000036
672,55.403,55.77,-87.24,0.36700000000000443
673,55.403,55.78,-87.46,0.37700000000000244
674,55.403,55.79,-87.27,0.38700000000000045
675,55.403,55.79,-87.04,0.38700000000000045
676,55.403,55.78,-87.61,0.37700000000000244
677,55.403,55.79,-87.47,0.38700000000000045
678,55.403,55.77,-87.56,0.36700000000000443
679,55.403,55.76,-87.67,0.3569999999999993
680,55.403,55.79,-88.02,0.38700000000000045
681,55.403,55.78,-88.05,0.37700000000000244
682,55.403,55.79,-87.77,0.38700000000000045
683,60.128,60.54,-87.72,0.41199999999999903
684,60.128,60.53,-88.36,0.402000000000001
685,60.128,60.57,-88.17,0.44200000000000017
686,60.128,60.53,-88.53,0.402000000000001
687,60.128,60.52,-88.3,0.392000000000003
688,60.128,60.56,-88.06,0.43200000000000216
689,60.128,60.55,-88.48,0.42199999999999704
690,60.128,60.51,-88.49,0.3819999999999979
691,60.128,60.52,-88.26,0.392000000000003
692,60.128,60.53,-88.31,0.402000000000001
693,60.128,60.57,-88.72,0.44200000000000017
694,60.128,60.57,-88.61,0.44200000000000017
695,60.128,60.54,-88.59,0.41199999999999903
696,60.128,60.5,-88.11,0.3719999999999999
697,60.128,60.54,-88.01,0.41199999999999903
698,60.128,60.54,-87.76,0.41199999999999903
699,60.128,60.56,-87.59,0.43200000000000216
700,60.128,60.53,-88.04,0.402000000000001
701,60.128,60.58,-88.34,0.4519999999999982
702,60.128,60.54,-88.34,0.41199999999999903
703,60.128,60.56,-88.1,0.43200000000000216
704,60.128,60.53,-88.07,0.402000000000001
705,60.128,60.56,-86.99,0.43200000000000216
706,60.128,60.53,-87.68,0.402000000000001
707,60.128,60.55,-88.21,0.42199999999999704
708,60.128,60.54,-88.26,0.41199999999999903
709,60.128,60.54,-88.49,0.41199999999999903
710,60.128,60.54,-88.22,0.41199999999999903
711,64.83,65.26,-88.14,0.4300000000000068
712,64.83,65.29,-88.26,0.46000000000000796
713,64.83,65.28,-87.94,0.45000000000000284
714,64.83,65.29,-86.75,0.46000000000000796
715,64.83,65.22,-87.86,0.39000000000000057
716,64.83,65.29,-88.67,0.46000000000000796
717,64.83,65.29,-88.55,0.46000000000000796
718,64.83,65.27,-88.02,0.4399999999999977
719,64.83,65.21,-88.25,0.37999999999999545
720,64.83,65.3,-88.65,0.46999999999999886
721,64.83,65.28,-88.77,0.45000000000000284
722,64.83,65.27,-88.77,0.4399999999999977
723,64.83,65.28,-88.92,0.45000000000000284
724,64.83,65.27,-88.93,0.4399999999999977
725,64.83,65.27,-88.8,0.4399999999999977
726,64.83,65.29,-88.76,0.46000000000000796
727,64.83,65.25,-88.28,0.4200000000000017
728,64.83,65.3,-88.2,0.46999999999999886
729,64.83,65.27,-88.84,0.4399999999999977
730,64.83,65.27,-88.76,0.4399999999999977
731,64.83,65.28,-88.4,0.45000000000000284
732,64.83,65.25,-88.69,0.4200000000000017
733,64.83,65.3,-88.75,0.46999999999999886
734,64.83,65.28,-88.45,0.45000000000000284
735,64.83,65.22,-88.86,0.39000000000000057
736,64.83,65.28,-88.78,0.45000000000000284
737,64.83,65.24,-88.19,0.4099999999999966
738,64.83,65.24,-88.69,0.4099999999999966
739,64.83,65.26,-88.7,0.4300000000000068
740,64.83,65.28,-88.84,0.45000000000000284
741,7.371,7.63,-81.49,0.25899999999999945
742,7.371,7.64,-81.38,0.26899999999999924
743,7.371,7.65,-82.4,0.2789999999999999
744,7.371,7.59,-82.72,0.21899999999999942
745,7.371,7.6,-81.55,0.2289999999999992
746,7.371,7.62,-81.04,0.24899999999999967
747,7.371,7.61,-81.06,0.23899999999999988
748,7.371,7.57,-80.91,0.19899999999999984
749,7.371,7.6,-81.18,0.2289999999999992
750,7.371,7.63,-81.12,0.25899999999999945
751,7.371,7.56,-81.54,0.18899999999999917
752,7.371,7.58,-81.47,0.20899999999999963
753,7.371,7.58,-81.42,0.20899999999999963
754,7.371,7.59,-81.38,0.21899999999999942
755,7.371,7.63,-81.69,0.25899999999999945
756,7.371,7.6,-81.49,0.2289999999999992
757,7.371,7.57,-81.83,0.19899999999999984
758,7.371,7.62,-81.57,0.24899999999999967
759,7.371,7.57,-82.02,0.19899999999999984
760,7.371,7.57,-81.57,0.19899999999999984
761,7.371,7.58,-80.98,0.20899999999999963
762,7.371,7.58,-82.0,0.20899999999999963
763,7.371,7.59,-81.55,0.21899999999999942
764,7.371,7.59,-82.92,0.21899999999999942
765,7.371,7.54,-81.15,0.1689999999999996
766,7.371,7.58,-82.87,0.20899999999999963
767,7.371,7.61,-82.15,0.23899999999999988
768,7.371,7.6,-81.56,0.2289999999999992
769,7.371,7.63,-81.72,0.25899999999999945
770,7.371,7.58,-81.46,0.20899999999999963
771,70.417,70.84,-89.14,0.4230000000000018
772,70.417,70.86,-88.52,0.44299999999999784
773,70.417,70.87,-88.27,0.45300000000000296
774,70.417,70.86,-88.74,0.44299999999999784
775,70.417,70.85,-88.53,0.4329999999999927
776,70.417,70.83,-87.68,0.4129999999999967
777,70.417,70.85,-87.42,0.4329999999999927
778,70.417,70.84,-87.86,0.4230000000000018
779,70.417,70.81,-88.97,0.3930000000000007
780,70.417,70.87,-88.81,0.45300000000000296
781,70.417,70.82,-88.57,0.4029999999999916
782,70.417,70.85,-88.83,0.4329999999999927
783,70.417,70.85,-88.4,0.4329999999999927
784,70.417,70.88,-88.17,0.46299999999999386
785,70.417,70.88,-88.3,0.46299999999999386
786,70.417,70.86,-89.04,0.44299999999999784
787,70.417,70.87,-88.62,0.45300000000000296
788,70.417,70.89,-88.83,0.472999999999999
789,70.417,70.86,-88.72,0.44299999999999784
790,70.417,70.86,-88.33,0.44299999999999784
791,70.417,70.88,-88.25,0.46299999999999386
792,70.417,70.87,-88.2,0.45300000000000296
793,70.417,70.86,-88.81,0.44299999999999784
794,70.417,70.89,-88.82,0.472999999999999
795,70.417,70.84,-88.43,0.4230000000000018
796,70.417,70.86,-88.15,0.44299999999999784
797,70.417,70.87,-88.28,0.45300000000000296
798,70.417,70.85,-88.4,0.4329999999999927
799,70.417,70.86,-88.54,0.44299999999999784
800,70.417,70.85,-87.99,0.4329999999999927
801,74.953,75.4,-89.62,0.44700000000000273
802,74.953,75.41,-89.45,0.45699999999999363
803,74.953,75.41,-88.79,0.45699999999999363
804,74.953,75.41,-89.04,0.45699999999999363
805,74.953,75.38,-88.7,0.4269999999999925
806,74.953,75.42,-89.33,0.46699999999999875
807,74.953,75.38,-89.46,0.4269999999999925
808,74.953,75.4,-89.87,0.44700000000000273
809,74.953,75.37,-89.95,0.4170000000000016
810,74.953,75.42,-89.96,0.46699999999999875
811,74.953,75.37,-89.42,0.4170000000000016
812,74.953,75.42,-89.25,0.46699999999999875
813,74.953,75.39,-89.41,0.4369999999999976
814,74.953,75.4,-89.73,0.44700000000000273
815,74.953,75.37,-89.63,0.4170000000000016
816,74.953,75.37,-89.84,0.4170000000000016
817,74.953,75.42,-89.35,0.46699999999999875
818,74.953,75.41,-89.54,0.45699999999999363
819,74.953,75.37,-89.26,0.4170000000000016
820,74.953,75.39,-89.54,0.4369999999999976
821,74.953,75.41,-89.29,0.45699999999999363
822,74.953,75.38,-89.6,0.4269999999999925
823,74.953,75.35,-89.21,0.39699999999999136
824,74.953,75.37,-89.33,0.4170000000000016
825,74.953,75.4,-89.52,0.44700000000000273
826,74.953,75.37,-89.71,0.4170000000000016
827,74.953,75.37,-89.08,0.4170000000000016
828,74.953,75.4,-88.64,0.44700000000000273
829,74.953,75.42,-89.54,0.46699999999999875
830,79.841,80.29,-88.34,0.4490000000000123
831,79.841,80.28,-88.39,0.43900000000000716
832,79.841,80.3,-88.69,0.4590000000000032
833,79.841,80.33,-88.09,0.4890000000000043
834,79.841,80.32,-88.16,0.4789999999999992
835,79.841,80.31,-88.5,0.4690000000000083
836,79.841,80.29,-88.41,0.4490000000000123
837,79.841,80.3,-88.26,0.4590000000000032
838,79.841,80.29,-88.17,0.4490000000000123
839,79.841,80.3,-88.23,0.4590000000000032
840,79.841,80.29,-88.22,0.4490000000000123
841,79.841,80.34,-87.64,0.49900000000000944
842,79.841,80.3,-87.5,0.4590000000000032
843,79.841,80.28,-88.28,0.43900000000000716
844,79.841,80.31,-88.01,0.4690000000000083
845,79.841,80.29,-87.55,0.4490000000000123
846,79.841,80.28,-87.37,0.43900000000000716
847,79.841,80.31,-87.39,0.4690000000000083
848,79.841,80.29,-88.22,0.4490000000000123
849,79.841,80.3,-87.65,0.4590000000000032
850,79.841,80.3,-87.6,0.4590000000000032
851,79.841,80.31,-88.04,0.4690000000000083
852,79.841,80.29,-87.89,0.4490000000000123
853,79.841,80.3,-87.43,0.4590000000000032
854,79.841,80.29,-88.33,0.4490000000000123
855,79.841,80.32,-88.12,0.4789999999999992
856,79.841,80.31,-86.74,0.4690000000000083
857,79.841,80.32,-88.0,0.4789999999999992
858,79.841,80.3,-87.93,0.4590000000000032
859,84.965,85.56,-89.55,0.5949999999999989
860,84.965,85.49,-89.28,0.5249999999999915
861,84.965,85.58,-89.14,0.6149999999999949
862,84.965,85.52,-89.14,0.5549999999999926
863,84.965,85.56,-88.98,0.5949999999999989
864,84.965,85.54,-88.88,0.5750000000000028
865,84.965,85.55,-88.9,0.5849999999999937
866,84.965,85.58,-89.1,0.6149999999999949
867,84.965,85.54,-89.29,0.5750000000000028
868,84.965,85.6,-89.16,0.6349999999999909
869,84.965,85.54,-89.44,0.5750000000000028
870,84.965,85.57,-89.32,0.6049999999999898
871,84.965,85.57,-89.54,0.6049999999999898
872,84.965,85.54,-89.53,0.5750000000000028
873,84.965,85.62,-89.7,0.6550000000000011
874,84.965,85.56,-89.37,0.5949999999999989
875,84.965,85.55,-89.4,0.5849999999999937
876,84.965,85.54,-89.35,0.5750000000000028
877,84.965,85.54,-89.1,0.5750000000000028
878,84.965,85.56,-88.95,0.5949999999999989
879,84.965,85.5,-89.03,0.5349999999999966
880,84.965,85.53,-88.75,0.5649999999999977
881,84.965,85.47,-88.95,0.5049999999999955
882,84.965,85.49,-89.08,0.5249999999999915
883,84.965,85.49,-88.84,0.5249999999999915
884,84.965,85.48,-88.78,0.5150000000000006
885,84.965,85.48,-88.63,0.5150000000000006
886,84.965,85.43,-88.65,0.4650000000000034
887,84.965,85.46,-88.53,0.49499999999999034
888,89.853,90.39,-90.28,0.5370000000000061
889,89.853,90.34,-90.28,0.487000000000009
890,89.853,90.41,-90.39,0.5570000000000022
891,89.853,90.43,-90.26,0.5770000000000124
892,89.853,90.41,-90.75,0.5570000000000022
893,89.853,90.38,-90.7,0.527000000000001
894,89.853,90.36,-90.25,0.507000000000005
895,89.853,90.39,-90.42,0.5370000000000061
896,89.853,90.4,-89.82,0.5470000000000113
897,89.853,90.36,-90.23,0.507000000000005
898,89.853,90.37,-89.97,0.5170000000000101
899,89.853,90.38,-89.77,0.527000000000001
900,89.853,90.37,-89.78,0.5170000000000101
901,89.853,90.41,-89.84,0.5570000000000022
902,89.853,90.39,-90.05,0.5370000000000061
903,89.853,90.39,-90.16,0.5370000000000061
904,89.853,90.36,-89.67,0.507000000000005
905,89.853,90.37,-90.18,0.5170000000000101
906,89.853,90.37,-89.76,0.5170000000000101
907,89.853,90.4,-89.84,0.5470000000000113
908,89.853,90.4,-89.77,0.5470000000000113
909,89.853,90.37,-89.64,0.5170000000000101
910,89.853,90.35,-89.72,0.4969999999999999
911,89.853,90.36,-89.55,0.507000000000005
912,89.853,90.41,-89.79,0.5570000000000022
913,89.853,90.41,-89.4,0.5570000000000022
914,89.853,90.33,-89.52,0.47700000000000387
915,89.853,90.38,-89.66,0.527000000000001
916,89.853,90.38,-89.62,0.527000000000001
917,89.853,90.42,-89.93,0.5670000000000073
918,9.948,10.25,-83.97,0.3019999999999996
919,9.948,10.26,-84.13,0.3119999999999994
920,9.948,10.26,-84.01,0.3119999999999994
921,9.948,10.23,-84.6,0.28200000000000003
922,9.948,10.25,-84.26,0.3019999999999996
923,9.948,10.26,-83.53,0.3119999999999994
924,9.948,10.25,-84.28,0.3019999999999996
925,9.948,10.25,-84.59,0.3019999999999996
926,9.948,10.25,-84.66,0.3019999999999996
927,9.948,10.24,-84.57,0.2919999999999998
928,9.948,10.22,-84.81,0.27200000000000024
929,9.948,10.25,-84.96,0.3019999999999996
930,9.948,10.25,-84.11,0.3019999999999996
931,9.948,10.24,-83.7,0.2919999999999998
932,9.948,10.24,-84.06,0.2919999999999998
933,9.948,10.26,-84.2,0.3119999999999994
934,9.948,10.25,-84.16,0.3019999999999996
935,9.948,10.27,-83.83,0.3219999999999992
936,9.948,10.25,-83.51,0.3019999999999996
937,9.948,10.24,-83.9,0.2919999999999998
938,9.948,10.25,-84.29,0.3019999999999996
939,9.948,10.24,-84.0,0.2919999999999998
940,9.948,10.25,-84.4,0.3019999999999996
941,9.948,10.24,-84.62,0.2919999999999998
942,9.948,10.23,-84.49,0.28200000000000003
943,9.948,10.22,-84.47,0.27200000000000024
944,9.948,10.27,-84.33,0.3219999999999992
945,9.948,10.25,-84.26,0.3019999999999996
946,9.948,10.27,-84.21,0.3219999999999992
947,9.948,10.24,-84.62,0.2919999999999998
948,95.46,95.98,-93.09,0.5200000000000102
949,95.46,96.05,-92.52,0.5900000000000034
950,95.46,96.02,-92.19,0.5600000000000023
951,95.46,96.01,-93.08,0.5500000000000114
952,95.46,95.99,-92.73,0.5300000000000011
953,95.46,96.01,-92.74,0.5500000000000114
954,95.46,95.96,-92.51,0.5
955,95.46,96.01,-92.17,0.5500000000000114
956,95.46,96.03,-91.3,0.5700000000000074
957,95.46,95.96,-91.49,0.5
958,95.46,95.99,-92.01,0.5300000000000011
959,95.46,95.99,-92.49,0.5300000000000011
960,95.46,95.98,-92.24,0.5200000000000102
961,95.46,95.99,-92.07,0.5300000000000011
962,95.46,96.02,-92.12,0.5600000000000023
963,95.46,95.97,-91.49,0.5100000000000051
964,95.46,96.02,-91.31,0.5600000000000023
965,95.46,95.99,-91.89,0.5300000000000011
966,95.46,95.98,-91.11,0.5200000000000102
967,95.46,95.98,-91.49,0.5200000000000102
968,95.46,96.0,-91.78,0.5400000000000063
969,95.46,96.02,-91.66,0.5600000000000023
970,95.46,95.98,-91.41,0.5200000000000102
971,95.46,95.99,-92.28,0.5300000000000011
972,95.46,95.98,-92.1,0.5200000000000102
973,95.46,95.97,-91.51,0.5100000000000051
974,95.46,96.02,-91.67,0.5600000000000023
975,95.46,95.97,-91.62,0.5100000000000051
976,95.46,95.98,-91.25,0.5200000000000102
977,99.777,100.43,-92.46,0.6530000000000058
978,99.777,100.38,-92.48,0.6029999999999944
979,99.777,100.39,-92.78,0.6129999999999995
980,99.777,100.36,-91.23,0.5829999999999984
981,99.777,100.36,-90.98,0.5829999999999984
982,99.777,100.41,-90.85,0.6329999999999956
983,99.777,100.36,-91.34,0.5829999999999984
984,99.777,100.38,-91.37,0.6029999999999944
985,99.777,100.43,-90.8,0.6530000000000058
986,99.777,100.32,-90.41,0.5429999999999922
987,99.777,100.37,-90.9,0.5930000000000035
988,99.777,100.38,-90.71,0.6029999999999944
989,99.777,100.39,-90.87,0.6129999999999995
990,99.777,100.36,-90.77,0.5829999999999984
991,99.777,100.32,-91.02,0.5429999999999922
992,99.777,100.36,-90.29,0.5829999999999984
993,99.777,100.35,-90.6,0.5729999999999933
994,99.777,100.36,-90.59,0.5829999999999984
995,99.777,100.34,-90.77,0.5630000000000024
996,99.777,100.37,-90.48,0.5930000000000035
997,99.777,100.39,-90.53,0.6129999999999995
998,99.777,100.36,-90.79,0.5829999999999984
999,99.777,100.4,-90.75,0.6230000000000047
1000,99.777,100.39,-91.03,0.6129999999999995
1001,99.777,100.36,-90.94,0.5829999999999984
1002,99.777,100.38,-90.77,0.6029999999999944
1003,99.777,100.37,-91.18,0.5930000000000035
1004,99.777,100.38,-91.88,0.6029999999999944
1005,99.777,100.41,-91.71,0.6329999999999956
